title,winery,millesime,designation,variety,country,province,region_1,region_2,price,points,description,taster_name,taster_twitter_handle,clean
Domaine Pinson 2019 Montmains Premier Cru  (Chablis),Domaine Pinson,2019.0,Montmains Premier Cru,Chardonnay,France,Burgundy,Chablis,,42.0,94,"Structured and with a strongly crisp and textured character, this wine also has a touch of toast from wood aging. Ripe green and yellow fruits are part of the concentration and dense flavors. It is still young, so wait until 2022.",Roger Voss,@vossroger,structure strongly crisp textured character wine also touch toast wood age ripe green yellow fruit part concentration dense flavor still young wait 2022
Albert Bichot 2018 Domaine Long-Depaquit Les Clos Grand Cru  (Chablis),Albert Bichot,2018.0,Domaine Long-Depaquit Les Clos Grand Cru,Chardonnay,France,Burgundy,Chablis,,,94,"Closed and firm, this wine has considerable structure, tannic and steely together. It's a forbidding wine at this stage, although it will develop much greater fruitiness and freshness as it ages. Under the structure, the wine has apple skin, hints of apricots and green pear flavors. The end brings in spice from the wood aging. Drink from 2023.",Roger Voss,@vossroger,close firm wine considerable structure tannic steely together forbid wine stage although develop much great fruitiness freshness age structure wine apple skin hint apricot green pear flavor end bring spice wood aging drink 2023
Bailly-Lapierre NV Brut  (Crémant de Bourgogne),Bailly-Lapierre,,Brut,Chardonnay,France,Burgundy,Crémant de Bourgogne,,52.0,90,"This is a stylish Blanc de Blancs in all but name: a crisp Chardonnay from the north of Burgundy. It has deliciously refreshing acidity and sliced apple fruitiness that is light, bright and mineral at the end.",Roger Voss,@vossroger,stylish blanc de blanc name crisp chardonnay north burgundy deliciously refreshing acidity slice apple fruitiness light bright mineral end
Etienne Boileau 2021 Montée de Tonnerre Premier Cru  (Chablis),Etienne Boileau,2021.0,Montée de Tonnerre Premier Cru,Chardonnay,France,Burgundy,Chablis,,27.0,90,The natural warmth of this premier cru vineyard is emphasized in 2019. The wine is ripe and rich with a light touch of oak to underline the fruitiness. The texture has some minerality and a cool steely edge. Drink from 2022.,Roger Voss,@vossroger,natural warmth premier cru vineyard emphasize 2019 wine ripe rich light touch oak underline fruitiness texture minerality cool steely edge drink 2022
Kirkland Signature 2020 Signature Series Premier Cru  (Chablis),Kirkland Signature,2020.0,Signature Series Premier Cru,Chardonnay,France,Burgundy,Chablis,,23.0,90,"Made by major Chablis producer Jean-Marc Brocard, this wine is ripe, soft and attractively fruity. It has crisp acidity along with rich yellow fruits and a touch of minerality. The wine comes from a blend of different premier cru vineyards. Delicious and refreshing, it is ready to drink now.",Roger Voss,@vossroger,make major chablis producer jeanmarc brocard wine ripe soft attractively fruity crisp acidity along rich yellow fruit touch minerality wine come blend different premier cru vineyards delicious refreshing ready drink
L. Tramier & Fils 2021 Collection Premier Cru  (Beaune),L. Tramier & Fils,2021.0,Collection Premier Cru,Pinot Noir,France,Burgundy,Beaune,,40.0,90,"This is a blend from different Premier Cru vineyards in Beaune. At this stage, it is dominated by the wood aging. That gives a bitterness to the wine that needs to soften and allow the ripe fruit to come out. It does have potential, although the maturity will take time. Drink from 2023.",Roger Voss,@vossroger,blend different premier cru vineyards beaune stage dominate wood aging give bitterness wine need soften allow ripe fruit come potential although maturity take time drink 2023
Olivier Leflaive 2016  Puligny-Montrachet,Olivier Leflaive,2016.0,,Chardonnay,France,Burgundy,Puligny-Montrachet,,54.0,88,"Twelve different parcels provided the grapes to make this Puligny-Montrachet. It's rich and round, and it has a minerally structure and a touch of crisp acidity. The vintage has given a sense of shape to this white- and yellow-fruit-flavored wine. The finish bears a lemon-zest tang.",Roger Voss,@vossroger,twelve different parcel provide grape make pulignymontrachet rich round minerally structure touch crisp acidity vintage give sense shape white yellowfruitflavore wine finish bear lemonz tang
Albert Bichot 2016 Clos de l'Ermitage  (Beaune),Albert Bichot,2016.0,Clos de l'Ermitage,Pinot Noir,France,Burgundy,Beaune,,,88,There is a touch of minerality in this wine as well as a dry edge and ripe red-fruit flavors that are already attractive. It should be aged at least three years.,Roger Voss,@vossroger,touch minerality wine well dry edge ripe redfruit flavor already attractive aged least three year
Domaine Luquet 2016 Vieilles Vignes  (Pouilly-Fuissé),Domaine Luquet,2016.0,Vieilles Vignes,Chardonnay,France,Burgundy,Pouilly-Fuissé,,31.0,88,"This is a rich, wood-aged single-vineyard selection that has a balanced toast element, crisp fruit and a taut texture. Acidity currently drives this wine, so give it another year to come into full focus.",Roger Voss,@vossroger,rich woodage singlevineyard selection balance toast element crisp fruit taut texture acidity currently drive wine give another year come full focus
Domaine Sylvain Pataille 2016  Marsannay,Domaine Sylvain Pataille,2016.0,,Pinot Noir,France,Burgundy,Marsannay,,30.0,88,"A fruity style of wine, this has red berry flavors and only touches of structure and tannin. The wine is warm and round, packed with fruit on the finish.",Roger Voss,@vossroger,fruity style wine red berry flavor touch structure tannin wine warm round pack fruit finish
Seguin-Manuel 2019  Viré-Clessé,Seguin-Manuel,2019.0,,Chardonnay,France,Burgundy,Viré-Clessé,,16.0,84,"An ill-defined wine, closed and tight, this just hints at fruit without showing much intensity. The aftertaste has some bright lemon zest texture.",Roger Voss,@vossroger,illdefine wine close tight hint fruit without show much intensity aftertaste bright lemon zest texture
Terroirs et Talents 2019 Château de la Tour Penet  (Mâcon-Villages),Terroirs et Talents,2019.0,Château de la Tour Penet,Chardonnay,France,Burgundy,Mâcon-Villages,,,84,"This wine is tight, mineral and nervy. It misses out on fruitiness, giving a strongly textured character that has an austere aftertaste. Drink from 2020.",Roger Voss,@vossroger,wine tight mineral nervy miss fruitiness give strongly texture character austere aftertaste drink 2020
Domaine Carrette 2019 Les Mûres  (Saint-Véran),Domaine Carrette,2019.0,Les Mûres,Chardonnay,France,Burgundy,Saint-Véran,,17.0,84,"Almond flavors and a touch of bitterness give this wine a hard edge. It has spice, pepper and good acidity, although there is not enough fruit to go around.",Roger Voss,@vossroger,almond flavor touch bitterness give wine hard edge spice pepper good acidity although enough fruit go around
Domaine Normand 2019  Mâcon La Roche Vineuse,Domaine Normand,2019.0,,Chardonnay,France,Burgundy,Mâcon La Roche Vineuse,,19.0,84,"Fresh and light in character, this fruity, crisp wine is up front with its bright character. Tight, fragrant and ready to drink, it is a simple wine that will be good as an apéritif.",Roger Voss,@vossroger,fresh light character fruity crisp wine front bright character tight fragrant ready drink simple wine good apéritif
Château de Pierreclos 2019  Saint-Véran,Château de Pierreclos,2019.0,,Chardonnay,France,Burgundy,Saint-Véran,,,83,"Tart with crisp apples, this is a lean wine. It is more structure than fruit, tight and nervy in character. Drink from 2020.",Roger Voss,@vossroger,tart crisp apple lean wine structure fruit tight nervy character drink 2020
Labouré-Roi 2021  Pommard,Labouré-Roi,2021.0,,Pinot Noir,France,Burgundy,Pommard,,34.0,89,This attractively perfumed wine shows the structure of Pommard without pushing too strongly. It has ripe red plum and cherry fruit that will balance the tannins as it ages. Drink from 2024.,Roger Voss,@vossroger,attractively perfume wine show structure pommard without push strongly ripe red plum cherry fruit balance tannin age drink 2024
Xavier Flouret 2020 Domaine Hamelin Marly  (Chablis),Xavier Flouret,2020.0,Domaine Hamelin Marly,Chardonnay,France,Burgundy,Chablis,,20.0,87,"Thierry Hamelin has produced this wine specially for the Xavier Flouret range. It is lightly perfumed with white-flower aromas and has a mineral texture and delicious, refreshing citrus flavors. Full of tangy fruit and acidity at the end, it is a wine to drink now.",Roger Voss,@vossroger,thierry hamelin produce wine specially xavier flouret range lightly perfume whiteflower aromas mineral texture delicious refreshing citrus flavor full tangy fruit acidity end wine drink
Domaine Bruno Clair 2020  Marsannay,Domaine Bruno Clair,2020.0,,Chardonnay,France,Burgundy,Marsannay,,,87,"Bright and fruity, this is a light, mineral and citrus-flavored wine. Plenty of acidity gives freshness while also hinting at riper yellow fruits and apples. Drink from 2021.",Roger Voss,@vossroger,bright fruity light mineral citrusflavore wine plenty acidity give freshness also hint riper yellow fruit apple drink 2021
Laroze de Drouhin 2016 Les Charmottes  (Nuits-St.-Georges),Laroze de Drouhin,2016.0,Les Charmottes,Pinot Noir,France,Burgundy,Nuits-St.-Georges,,,88,"This has soft tannins, ripe fruit and fresh acidity, with a dominant berry flavor. For a Nuits-St-Georges, this is quite open.",Roger Voss,@vossroger,soft tannin ripe fruit fresh acidity dominant berry flavor nuitsstgeorge quite open
Bouchard Aîné & Fils 2015 Cuvée Signature Morgeot Premier Cru  (Chassagne-Montrachet),Bouchard Aîné & Fils,2015.0,Cuvée Signature Morgeot Premier Cru,Chardonnay,France,Burgundy,Chassagne-Montrachet,,65.0,88,"The ripe yellow fruits and wood aging work together in this rich, full-bodied effort. The acidity lends a refreshing relief as the wine rolls around on the palate. Drink in a year.",Roger Voss,@vossroger,ripe yellow fruit wood age work together rich fullbodie effort acidity lend refreshing relief wine roll around palate drink year
Jean-Claude Boisset 2015  Saint-Aubin,Jean-Claude Boisset,2015.0,,Chardonnay,France,Burgundy,Saint-Aubin,,38.0,88,"On the nose, the aromas are of wood and fruit, but the palate demonstrates the ripe fruit of the vintage. It's smooth and opulent, and the barrel influence is in balance with the yellow and orange fruit flavors. This will be ready to drink in two years.",Roger Voss,@vossroger,nose aromas wood fruit palate demonstrate ripe fruit vintage smooth opulent barrel influence balance yellow orange fruit flavor ready drink two year
Joseph Drouhin 2016 La Forêt  (Bourgogne),Joseph Drouhin,2016.0,La Forêt,Chardonnay,France,Burgundy,Bourgogne,,22.0,88,"Initially this is round, ripe and floral, with a touch of honey, but then the acidity comes through with a touch of minerality. Screwcap.",Roger Voss,@vossroger,initially round ripe floral touch honey acidity come touch minerality screwcap
Joseph Drouhin 2016  Saint-Véran,Joseph Drouhin,2016.0,,Chardonnay,France,Burgundy,Saint-Véran,,25.0,88,"Warm and ripe, this has fine honey and yellow fruit flavors. It has well-integrated acidity, with a touch of apple that lends a crisp finish.",Roger Voss,@vossroger,warm ripe fine honey yellow fruit flavor wellintegrate acidity touch apple lend crisp finish
Jean-Marc Brocard 2020 Butteaux Premier Cru  (Chablis),Jean-Marc Brocard,2020.0,Butteaux Premier Cru,Chardonnay,France,Burgundy,Chablis,,,92,"This is the southern portion of the Montmains premier cru and is not often bottled separately. It is rich with yellow fruits while also having a totally crisp and mineral character. The touch of honey gives further ripeness while the aftertaste is all fresh, energetic fruit.",Roger Voss,@vossroger,southern portion montmains premier cru often bottle separately rich yellow fruit also totally crisp mineral character touch honey give ripeness aftertaste fresh energetic fruit
La Chablisienne 2019 Montmains Premier Cru  (Chablis),La Chablisienne,2019.0,Montmains Premier Cru,Chardonnay,France,Burgundy,Chablis,,31.0,92,"This wine has an austere character with a hint of tannins in its structure. Crisp apple backs up the bright luminous acidity. Almost startlingly fresh, it needs time in the bottle—drink from 2021.",Roger Voss,@vossroger,wine austere character hint tannin structure crisp apple back bright luminous acidity almost startlingly fresh need time bottle — drink 2021
Château de Fuissé 2019 Tête de Cru  (Pouilly-Fuissé),Château de Fuissé,2019.0,Tête de Cru,Chardonnay,France,Burgundy,Pouilly-Fuissé,,40.0,92,"This wine is ripe, smooth and rich. It has a generous feel to it, although never far from the more mineral, steely, terroir-driven character that makes good Pouilly-Fuissé. The top of the range from Château de Fuissé, this wine is selected from 30 different parcels giving an harmonious balance between richness and structure. Age the wine and drink from 2022.",Roger Voss,@vossroger,wine ripe smooth rich generous feel although never far mineral steely terroirdriven character make good pouillyfuissé top range château de fuissé wine select 30 different parcel give harmonious balance richness structure age wine drink 2022
Domaine Christian Moreau Père et Fils 2019 Vaillons Premier Cru  (Chablis),Domaine Christian Moreau Père et Fils,2019.0,Vaillons Premier Cru,Chardonnay,France,Burgundy,Chablis,,43.0,92,"This creamy wine has a really ripe character. Acidity comes from the cooler location of the vineyard, while the warmth of the summer shows through in the yellow fruits as well as in the fresh, crunchy red apples. A textured edge conveys minerality and leaves a fresh, clean taste in the mouth. Drink from 2021.",Roger Voss,@vossroger,creamy wine really ripe character acidity come cool location vineyard warmth summer show yellow fruit well fresh crunchy red apple texture edge convey minerality leave fresh clean taste mouth drink 2021
Manuel Olivier 2016  Bourgogne Aligoté,Manuel Olivier,2016.0,,Aligoté,France,Burgundy,Bourgogne Aligoté,,21.0,87,"Manuel Olivier has an obvious interest in this lesser-known white grape. And with this wine— fresh, crisp, lively—he brings out all the green apple and bright, nervy acidity.",Roger Voss,@vossroger,manuel olivier obvious interest lesserknown white grape wine — fresh crisp lively — he bring green apple bright nervy acidity
Vins Auvigue 2021 Solutré  (Pouilly-Fuissé),Vins Auvigue,2021.0,Solutré,Chardonnay,France,Burgundy,Pouilly-Fuissé,,26.0,90,"The smoothness of white wines in this vintage is very apparent in this ripe, rounded bottling. With enough acidity and citrus flavors to balance the melon and peppered-pear flavors, the wine is balanced and full in the mouth. Age until 2023.",Roger Voss,@vossroger,smoothness white wine vintage apparent ripe round bottle enough acidity citrus flavor balance melon pepperedpear flavor wine balance full mouth age 2023
Jean-Luc and Paul Aegerter 2021 Domaine Aegerter  (Nuits-St.-Georges),Jean-Luc and Paul Aegerter,2021.0,Domaine Aegerter,Pinot Noir,France,Burgundy,Nuits-St.-Georges,,39.0,90,Nuits Saint-Georges is the home of the Aegerter family and its Domaine. This ripe spicy smoky wine is rich both from the vintage and from the core of tannins that are typical of the appellation. It is a smooth rounded wine although it will need some aging. Drink from 2024.,Roger Voss,@vossroger,nuit saintgeorge home aegerter family domaine ripe spicy smoky wine rich vintage core tannin typical appellation smooth rounded wine although need age drink 2024
Loron et Fils 2021 Domaine des Sanson  (Pouilly-Fuissé),Loron et Fils,2021.0,Domaine des Sanson,Chardonnay,France,Burgundy,Pouilly-Fuissé,,,90,"In this opulent, full-bodied wine, mango and other tropical fruits give a smooth, creamy character that is just lightly spiced by wood. Drink this rich wine now.",Roger Voss,@vossroger,opulent fullbodie wine mango tropical fruit give smooth creamy character lightly spice wood drink rich wine
Maison Jessiaume 2021  Volnay,Maison Jessiaume,2021.0,,Pinot Noir,France,Burgundy,Volnay,,30.0,90,"While the producer does have vines in Volnay, this wine comes from the negociant side of the business. The wine has structure and some firm tannins. At this stage, the Volnay roundness lies behind the dry surface. But it does have weight and the potential to age well. Drink from 2021.",Roger Voss,@vossroger,producer vine volnay wine come negociant side business wine structure firm tannin stage volnay roundness lie behind dry surface weight potential age well drink 2021
Manciat-Poncet 2020  Pouilly-Fuissé,Manciat-Poncet,2020.0,,Chardonnay,France,Burgundy,Pouilly-Fuissé,,12.0,82,"A candy-flavored wine, this is soft and missing acidity. Some spiced apple flavors are masked by the sherbet flavor.",Roger Voss,@vossroger,candyflavore wine soft miss acidity spice apple flavor mask sherbet flavor
Louis Jadot 2017 Le Vaucrain  (Côte de Nuits-Villages),Louis Jadot,2017.0,Le Vaucrain,Pinot Noir,France,Burgundy,Côte de Nuits-Villages,,30.0,85,"The acidity is most obvious at this stage of the wine's development. It does have structure, but it feels cool and tight. A green edge at the back adds to the cool character.",Roger Voss,@vossroger,acidity obvious stage wine development structure feel cool tight green edge back add cool character
Bouchard Père & Fils 2018 Réserve  (Bourgogne),Bouchard Père & Fils,2018.0,Réserve,Chardonnay,France,Burgundy,Bourgogne,,18.0,85,"This bright, young wine is full of citrus, apples and apricots, leaving plenty of room for fresh acidity at the end.",Roger Voss,@vossroger,bright young wine full citrus apple apricot leave plenty room fresh acidity end
Cave de Lugny 2018 La Côte Blanche  (Mâcon-Villages),Cave de Lugny,2018.0,La Côte Blanche,Chardonnay,France,Burgundy,Mâcon-Villages,,16.0,85,"Light, fruity and lemony, this wine has some weight, but it is more about crisp citrus with a touch of pear.",Roger Voss,@vossroger,light fruity lemony wine weight crisp citrus touch pear
Domaine Michel et Joanna Ecard 2017 Vieilles Vignes  (Savigny-lès-Beaune),Domaine Michel et Joanna Ecard,2017.0,Vieilles Vignes,Pinot Noir,France,Burgundy,Savigny-lès-Beaune,,,85,"This wine is rather too jammy and ripe for its own good. It does have acidity, but it is also soft without the essential structure. It's not a wine for aging.",Roger Voss,@vossroger,wine rather jammy ripe good acidity also soft without essential structure wine age
Domaine Jean Petitot et Fils 2017 Les Vignottes  (Côte de Nuits-Villages),Domaine Jean Petitot et Fils,2017.0,Les Vignottes,Pinot Noir,France,Burgundy,Côte de Nuits-Villages,,33.0,86,"The wine is structured and still firm, showing tight tannins and acidity over the red fruits. A cool edge elicits the fresher character of the fruits. Drink from 2020.",Roger Voss,@vossroger,wine structure still firm show tight tannin acidity red fruit cool edge elicit fresher character fruit drink 2020
Jean-Luc and Paul Aegerter 2018 Marissou Premier Cru  (Rully),Jean-Luc and Paul Aegerter,2018.0,Marissou Premier Cru,Chardonnay,France,Burgundy,Rully,,38.0,86,"Rich and soft, it offers a ripe cushion of Chardonnay and a warm, rounded personality. While it misses out on a more structured character, the yellow fruits and light spice from wood aging give immediate drinkability.",Roger Voss,@vossroger,rich soft offer ripe cushion chardonnay warm rounded personality miss structured character yellow fruit light spice wood aging give immediate drinkability
Bouchard Aîné & Fils 2018  Mâcon-Villages,Bouchard Aîné & Fils,2018.0,,Chardonnay,France,Burgundy,Mâcon-Villages,,19.0,86,"This ripe wine has tropical fruits, pineapple and apricots as well as a fresher lime character. The wine is rounded with a crisper edge. Drink now.",Roger Voss,@vossroger,ripe wine tropical fruit pineapple apricot well fresher lime character wine round crisper edge drink
Bouchard Père & Fils 2018 Réserve  (Bourgogne),Bouchard Père & Fils,2018.0,Réserve,Pinot Noir,France,Burgundy,Bourgogne,,20.0,86,This fruity wine features strawberry and bitter cherry flavors. A lightly tannic structure accompanies a very fragrant and smoky character. Wood shows through at the end. Drink from 2019.,Roger Voss,@vossroger,fruity wine feature strawberry bitter cherry flavor lightly tannic structure accompany fragrant smoky character wood show end drink 2019
Collovray et Terrier 2018 Les Vignes de Joanny  (Saint-Véran),Collovray et Terrier,2018.0,Les Vignes de Joanny,Chardonnay,France,Burgundy,Saint-Véran,,23.0,86,"A broad-based wine with rich fruit, it also has a crisp edge. Ripe yellow fruits are cut with citrus and acidity. With a tangy end, it could well age, so drink from 2019.",Roger Voss,@vossroger,broadbase wine rich fruit also crisp edge ripe yellow fruit cut citrus acidity tangy end could well age drink 2019
Domaine Olivier Merlin 2017  Bourgogne,Domaine Olivier Merlin,2017.0,,Pinot Noir,France,Burgundy,Bourgogne,,21.0,86,"This small domaine in the Mâcon region has produced a soft, ripe wine with attractive strawberry fruits. It's rounded, with just light acidity over the fruit flavors. At the end, it feels warm and ripe. Drink now.",Roger Voss,@vossroger,small domaine mâcon region produce soft ripe wine attractive strawberry fruit round light acidity fruit flavor end feel warm ripe drink
Bouchard Père & Fils 2012  Bourgogne,Bouchard Père & Fils,2012.0,,Chardonnay,France,Burgundy,Bourgogne,,,84,"Attractive lemon flavors and some vanilla give this wine a good, lightweight pleasurability. The fruit is fresh, although the edge of candy shop sugar detracts.",Roger Voss,@vossroger,attractive lemon flavor vanilla give wine good lightweight pleasurability fruit fresh although edge candy shop sugar detract
Chanson Père et Fils 2019 Bastion Premier Cru  (Beaune),Chanson Père et Fils,2019.0,Bastion Premier Cru,Pinot Noir,France,Burgundy,Beaune,,45.0,91,"A rounded wine, this is a blend of different premier-cru vineyards in Beaune. It packed with raspberries and red cherries. The acidity, typical of the year, is restrained here by the ripe fruitiness. Tannins give the wine just the right amount of support.",Roger Voss,@vossroger,round wine blend different premiercru vineyard beaune pack raspberry red cherry acidity typical year restrain ripe fruitiness tannin give wine right amount support
Chanson Père et Fils 2019 Montée de Tonnerre Premier Cru  (Chablis),Chanson Père et Fils,2019.0,Montée de Tonnerre Premier Cru,Chardonnay,France,Burgundy,Chablis,,42.0,91,"This wine is tight, nervy and crisp, with a strongly mineral texture. There is good acidity, crisp and textured. Apples and citrus dominate this structured wine. Drink from 2023.",Roger Voss,@vossroger,wine tight nervy crisp strongly mineral texture good acidity crisp texture apple citru dominate structure wine drink 2023
Domaine Bruno Clair 2020 Vaudenelles  (Marsannay),Domaine Bruno Clair,2020.0,Vaudenelles,Pinot Noir,France,Burgundy,Marsannay,,,91,"This juicy wine has attractive red fruits, perfumed tannins and lots of spicy wood flavors. Those characteristics make it already balanced and indicate a bright and fruity future. The wood gives the right density to the wine and the aftertaste adds freshness.",Roger Voss,@vossroger,juicy wine attractive red fruit perfume tannin lot spicy wood flavor characteristic make already balance indicate bright fruity future wood give right density wine aftertaste add freshness
Domaine Jacques Prieur 2020 Santenots Premier Cru  (Meursault),Domaine Jacques Prieur,2020.0,Santenots Premier Cru,Chardonnay,France,Burgundy,Meursault,,73.0,91,"This is a rich wine with good citrus and crisp apple flavors. It is textured, spicy and has a tight character. The wine is still very young, with a light hint of wood that adds toastiness to the saltiness of the wine. Drink from 2022.",Roger Voss,@vossroger,rich wine good citrus crisp apple flavor texture spicy tight character wine still young light hint wood add toastiness saltiness wine drink 2022
Albert Bichot 2020 Les Evocelles  (Gevrey-Chambertin),Albert Bichot,2020.0,Les Evocelles,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,49.0,91,"With structure and some firm tannins, this wine is on the dry side. It has black fruits that will develop over time, and certainly show now with a juicy background. The acidity is refreshing even through the solid tannins. Drink from 2024.",Roger Voss,@vossroger,structure firm tannin wine dry side black fruit develop time certainly show juicy background acidity refresh even solid tannin drink 2024
Joseph Drouhin 2015  Côte de Beaune-Villages,Joseph Drouhin,2015.0,,Pinot Noir,France,Burgundy,Côte de Beaune-Villages,,34.0,90,"A wine that reveals its rich, jammy fruit slowly. When it arrives, the fruit is soft and generous, with strawberry jam and red plum flavors. It also has intense fresh acidity, a dry tannic core and aging potential.",Roger Voss,@vossroger,wine reveal rich jammy fruit slowly arrive fruit soft generous strawberry jam red plum flavor also intense fresh acidity dry tannic core age potential
Domaine de la Vougeraie 2011 Les Marconnets Premier Cru  (Savigny-lès-Beaune),Domaine de la Vougeraie,2011.0,Les Marconnets Premier Cru,Pinot Noir,France,Burgundy,Savigny-lès-Beaune,,69.0,90,"Soft and generous, full of perfumed ripe berry fruits, touched with strawberry acidity. The tannins are all part of the softness, like flecks of dust on the wine. It is beautifully pure, ripe and open.",Roger Voss,@vossroger,soft generous full perfume ripe berry fruit touch strawberry acidity tannin part softness like fleck dust wine beautifully pure ripe open
Joseph Drouhin 2011  Gevrey-Chambertin,Joseph Drouhin,2011.0,,Pinot Noir,France,Burgundy,Gevrey-Chambertin,,62.0,90,"A charged Burgundy, packed with dense tannins and powerful ripe black berry fruits. There's a delicious tension here between the fruits and the tannin, pushing the acidity, the red plums and strawberries forward, but keeping them in check. At this stage, it needs decanting; otherwise keep for 2–3 years.",Roger Voss,@vossroger,charge burgundy pack dense tannin powerful ripe black berry fruit there s delicious tension fruit tannin push acidity red plum strawberry forward keep check stage need decanting otherwise keep 2–3 year
Manuel Olivier 2016 Premier Cru  (Pommard),Manuel Olivier,2016.0,Premier Cru,Pinot Noir,France,Burgundy,Pommard,,60.0,89,"There is a sense of extraction and long wood aging with this bitter, chocolate-flavored wine. The palate has a dark plum-skin fruit character and a dry, hard-edged core. It will need at least six years to mature.",Roger Voss,@vossroger,sense extraction long wood age bitter chocolateflavore wine palate dark plumskin fruit character dry hardedge core need least six year mature
Jean-Luc and Paul Aegerter 2020  Hautes Côtes de Nuits,Jean-Luc and Paul Aegerter,2020.0,,Pinot Noir,France,Burgundy,Hautes Côtes de Nuits,,24.0,87,"Vines planted between 900 and 1,200 feet above sea level give this cool interpretation of Pinot Noir. The wine is crisp, lightly structured with some tannins and with a delicate cherry and red-berry fruitiness. It will be ready to drink from 2021.",Roger Voss,@vossroger,vine plant 900 1200 foot sea level give cool interpretation pinot noir wine crisp lightly structured tannin delicate cherry redberry fruitiness ready drink 2021
Jean-Marie Chaland 2020 Vielles Vignes  (Viré-Clessé),Jean-Marie Chaland,2020.0,Vielles Vignes,Chardonnay,France,Burgundy,Viré-Clessé,,21.0,87,"Aromatic with ripe yellow fruits, this wine conveys flavors of mango and apricot. Rich and creamy, it has just enough acidity to give a fresh aftertaste. Drink now.",Roger Voss,@vossroger,aromatic ripe yellow fruit wine convey flavors mango apricot rich creamy enough acidity give fresh aftertaste drink
Louis Latour 2020  Côte de Nuits-Villages,Louis Latour,2020.0,,Pinot Noir,France,Burgundy,Côte de Nuits-Villages,,26.0,87,"From vineyards at the south end of the Côte de Nuits, this is a fruity, crisp wine with attractive ready-to-drink fruit flavors. The aftertaste is tight and packed with acidity.",Roger Voss,@vossroger,vineyard south end côte de nuit fruity crisp wine attractive readytodrink fruit flavor aftertaste tight pack acidity
Louis Latour 2020  Marsannay,Louis Latour,2020.0,,Pinot Noir,France,Burgundy,Marsannay,,22.0,87,"With some tannins and with bright red fruits, this wine is structured and has attractive acidity. A perfumed wine with a fruity future, it will be ready to drink from 2022.",Roger Voss,@vossroger,tannin bright red fruit wine structure attractive acidity perfume wine fruity future ready drink 2022
Château Vitallis 2021  Mâcon-Fuissé,Château Vitallis,2021.0,,Chardonnay,France,Burgundy,Mâcon-Fuissé,,18.0,87,"This wine is crisp, full of red apple and green-plum flavors, with a touch of minerality in the tangy texture. From chalky soil, it is tight and bright with lively acidity. Drink now.",Roger Voss,@vossroger,wine crisp full red apple greenplum flavor touch minerality tangy texture chalky soil tight bright lively acidity drink
Domaine Olivier Merlin 2020  Mâcon La Roche Vineuse,Domaine Olivier Merlin,2020.0,,Chardonnay,France,Burgundy,Mâcon La Roche Vineuse,,,87,"This wine is tight, structured and taut. Still young, it has touches of wood as well as juicy apple flavors shot through with crisp acidity. The aftertaste brings in spice and citrus.",Roger Voss,@vossroger,wine tight structured taut still young touch wood well juicy apple flavor shoot crisp acidity aftertaste bring spice citrus
Château de la Crée 2015 Les Tillets  (Meursault),Château de la Crée,2015.0,Les Tillets,Chardonnay,France,Burgundy,Meursault,,,89,"A richly textured wine showing the more opulent side of Meursault. Toast and white fruits are suffused with a ripe texture of peach skins. There is a delicious, rounded character here, although with its texture, the wine could age for 3–4 years.",Roger Voss,@vossroger,richly texture wine show opulent side meursault toast white fruit suffuse ripe texture peach skin delicious rounded character although texture wine could age 3–4 year
Romain Bouchard 2019 Vau de Vey Premier Cru  (Chablis),Romain Bouchard,2019.0,Vau de Vey Premier Cru,Chardonnay,France,Burgundy,Chablis,,31.0,93,"Perfumed and fruity, this shows touches of wood aging, although these are really just hints that lift the fruit. Acidity and a crisp, tangy texture are more important to this wine that bursts with concentrated citrus and green-plum flavors, finishing with so much freshness. Drink from 2021.",Roger Voss,@vossroger,perfume fruity show touch wood aging although really hint lift fruit acidity crisp tangy texture important wine burst concentrate citrus greenplum flavor finish much freshness drink 2021
Domaine Louis Moreau 2019 Les Clos Grand Cru  (Chablis),Domaine Louis Moreau,2019.0,Les Clos Grand Cru,Chardonnay,France,Burgundy,Chablis,,53.0,93,"This wine is both full of exotic fruits and tightly structured. The combination is fascinating and works, giving a ripe side to the steely core. Its yellow fruit hints that this wine will become rich as it develops. Drink from 2023.",Roger Voss,@vossroger,wine full exotic fruit tightly structured combination fascinating work give ripe side steely core yellow fruit hint wine become rich develop drink 2023
Domaine Pascal Bouchard 2019 Mont de Milieu Premier Cru  (Chablis),Domaine Pascal Bouchard,2019.0,Mont de Milieu Premier Cru,Chardonnay,France,Burgundy,Chablis,,,93,"Close to the Grand Cru vineyards, Mont de Milieu is one of the best known of the Premier Crus. A rounded, full wine, this balances ripe yellow fruits with toast and tighter acidity. It's a stylish wine that asserts itself with the rich fruitiness and the spicy aftertaste. Drink from 2022.",Roger Voss,@vossroger,close grand cru vineyards mont de milieu one well know premier crus round full wine balance ripe yellow fruit toast tight acidity stylish wine assert rich fruitiness spicy aftertaste drink 2022
